pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:00.090000,"guys , jason hill here today.",0
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:01.510000,"and i 'm with chef great stillman at repor restaurant in rancho cucamonga, and he 's going to make up a discourse today.",1
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:07.270000,what are we going to have?,2
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:08.210000,"we 're going to have a traditional margherita pizza as done in naples italy, and we 're going to make it right here in our eight hundred degree oven.",3
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:15.900000,so this is the dough.,4
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:17.360000,"it ferments overnight darts off as an eight ounce ball, and you can tell.",5
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:21.580000,"it 's very loose in texture, and, that is.",6
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:24.580000,because the gluten has had a long time to relax in the refrigerator overnight and develop the nice bubbles that we 're going to see on the edge of the crust and then the tomatoes are a spanish can tomato very similar to a san marzano.,7
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:40.460000,"but not quite as sweet, i like it to have a little bit more acid than the san marzano, and then we have a handmade mozzarella cheese that 's made in los angelus to make it daily.",8
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:54.910000,and then extra virgin olive oil.,9
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:00:58.510000,so we 've placed the dough directly into the caputo flower that we import from italy.,10
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:03.550000,it 's the same flower that we make the dough with.,11
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:05.910000,"and then we give it a flip as i 've read in some, some manuals for italian pizza that are neapolitan style.",12
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:16.050000,they say this is something you have to do.,13
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:18.210000,in order for it to be traditional you have to actually dip it in the flower.,14
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:21.550000,although i 'm not quite sure.,15
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:23.610000,"but that 's what we do anyway, we sprinkle the surface and then real quick.",16
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:29.550000,we just give a squish with our palm and make it flat in the center.,17
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:34.600000,not really disturbing the outside edge and then with our fingertips.,18
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:37.960000,"we dimple the rest of the pizza, moving the pizza around definitely handmade, definitely handmade, not trying your best not to disturb the edge 'cause that 's where you 're going to get a lot of natural bubbles from the fermentation.",19
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:01:54.510000,"once you 've dimpled, you 're going to do a quick stretch, while you 're rotating.",20
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:01.730000,"you 're stretching the just the edge of the dough out and you 're trying your best not to disturb the center, the center generally stretches out on its own.",21
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:12.920000,you wo n't have to worry too much about it.,22
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:14.310000,"you really just stretching the edge, and you can see with not to much fanfare.",23
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:18.670000,we 've established a good diameter without too much.,24
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:23.090000,"pull back, you actually see almost not.",25
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:25.750000,"and then we 're going to put it, pick it up and put it on the backs of our hands and just let it kind of hang down on the backs of our knuckles.",26
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:37.100000,and then the diameter is even greater and we 've really not work too hard to get it that way and water in the dough in the dough is strictly.,27
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:50.890000,it 's the red bag.,28
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:02:52.120000,"if you want to look for it on amazon, and it has a particular content of ash and gluten protein that we prefer, and it is a double zero ground flour and salt water and instant yeast.",29
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:10.350000,"not active, dry, but instant and will give you the recipe for that later so after you stretch it.",30
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:16.050000,"this is basically the size, you do n't have to throw it or anything.",31
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:19.060000,just put it right onto our pizza peel that we 're going to use to get into our oven and then we 're going to put some sauce on it.,32
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:28.600000,this is our antonina tomatoes and the only thing that we do to this canned tomato is put a little bit of salt in it and elevate the salt level.,33
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:38,and that 's it.,34
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:38.600000,we puree it with salt and that is it 's about two.,35
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:43.190000,"do you want a quarter to two and a half ounces of sauce, and i 'm going to put the cheese on.",36
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:03:48.850000,"next and probably you guys will wonder why there 's not that much cheese on there and if you 've ever been, italy, you 'll know that they just do n't put a lot of cheese on their neapolitan style pizzas got this recipe from restaurants that i worked in i 'm not sure if you 've been to downtown disney.",37
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:08.180000,"but there 's, there 's a?",38
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:11.840000,"yeah , there 's a place called naples.",39
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:14.550000,"and they crank out about five hundred to six hundred pieces of day, and i used to run that place.",40
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:19.170000,"so it 's just a haphazard, scattering that 's it.",41
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:23.090000,"that 's the only amount of cheese we 're going to put on there, and that she 's going to melt down real fast in the oven, and kind of spread out just a little bit.",42
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:29.400000,but not much it 's not an american style pizza where the whole thing is covered with cheese you taste more of the acid of the tomato and the extra virgin.,43
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:38.900000,"olive oil actors come out of the oven, and we put on here.",44
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:41.870000,is a little bit of basil fresh?,45
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:47.250000,but can i bring him up.,46
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:50.200000,"you can leave in the whole, it does n't really matter the surprisingly.",47
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:54.100000,they just get a little bit charred.,48
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:04:56.860000,but not much as sometimes they even retain all their green color after they come out of the oven.,49
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:01.600000,so that 's all we do to the pizza and then we go into the other just going to place it directly on the stone and give it a shake.,50
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:12.770000,an off it goes.,51
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:15.200000,"how was your last day there, generally it is going to stay in there about two minutes?",52
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:20.320000,"and the higher, the temperature, the oven the faster.",53
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:22.820000,it will bake obviously and you 'll start to see immediately.,54
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:25.540000,the crust will start to give rise and the cheese will start to kind of sweat a little bit.,55
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:32.320000,"the sauce will start to boil, and you 'll get some characteristic charring on the backside of the pizza that 's closest to the fire and.",56
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:40.440000,"so will have to rotate it every thirty to forty five seconds, your home oven will take you about ten minutes.",57
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:48.300000,at the very bottom that 's where you want to have your pizza stone so it 's directly in contact with your heating element of your stove.,58
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:57.040000,would you have back there?,59
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:05:57.960000,"it 's not for smoking, flavor or anything like that.",60
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:00.930000,"it 's just neutral, very neutral and clean burning wood, so this is white oak.",61
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:08.680000,bubbling up nice beautiful there.,62
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:15.770000,the cheese you can see.,63
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:16.690000,"it 's a little bit more resistant, then the dell and you 're looking to put a little just starting to karma, lies the top of the cheese getting a little bit brown.",64
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:28.550000,that 's when i like it to be done.,65
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:36.820000,"and , that is a good pizza.",66
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:38.840000,we 're going to put a little bit of extra virgin olive oil directly on.,67
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:46.850000,"yeah , over the whole pizza and then in america we cut it, but i 'm told in, uh, in italy you cut it yourself.",68
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:06:57.720000,and here is how we serve a traditional neapolitan pizza from report restaurant in rancho cucamonga.,69
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:07:11.700000,all that sauce is amazing.,70
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:07:13.710000,it 's all about the sauce.,71
pizza marghetta,https://www.youtube.com/watch?v=FHvZgt3ExDI,0:07:15.330000,"yeah , fresh mozzarella, mozzarella little bit of basil, simple but elegant, gotta, come try this.",72
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:07.670000,"welcome to collinwood, elam, i'ma grassy.",0
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:09.870000,and we 're going to make together pizza margarita today.,1
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:13.570000,this pizza was invented in eighteen hundred.,2
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:15.930000,"eighty nine in naples by rafael as positive pizza maker in owner of queen regina, margherita during visit to naples, this pizza is the color of the italian flag green, white, and red to prepare six pizzas margarita we need two pounds flour, one hour.",3
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:35.380000,"so fresh yeast two cups fresh water and one teaspoon of salt and to garnish our pizzas, we need the six tablespoons extra virgin olive oil one pound of fresh mozzarella cheese few basil, live one pound or can tomato or tomato pulp and a pinch of salt.",4
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:00:53.330000,"first of all way to need our peace, and also we need the flower place of our bench we had the east salt and water and we need is important, not to mix directly salt and is we have water people to water.",5
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:09.600000,"cause , we do n't know exactly how much water.",6
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:12.260000,the flowers gone hours hope.,7
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:14.220000,"and we start to need, so we need about though for this fifteen twenty minutes until we have a very nice texture.",8
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:23.200000,and where is moved dope connected using a kitchenette.,9
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:27.850000,"of course when you finish to need the door is not sticky anymore, as a nice texture.",10
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:39.120000,"if it 's too thick, you can add a little water.",11
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:41.640000,"if it 's two softap just add some flour, you place on a bench.",12
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:45.400000,"you make a nice bowl with cover, the door to avoid crusting an you let it rise at room temperature for three four hour.",13
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:55.170000,or you can place in a warm place for one hour.,14
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:01:58.650000,"one sourdough, as almost double is volume we make six small balls.",15
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:05.760000,each peaceable should be around nine ounces.,16
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:09.420000,so we make nice round shape now.,17
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:12.140000,"we cover again with film to avoid the door crafting an we elect, leave at room times or for a couple of hour or if you like you can place in a warm place for forty five minutes around pizza dough is ready.",18
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:25.540000,now we can seize and a tomato.,19
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:28.350000,so pinch of salt little olive oil we start giving a shape to our pizza we flower one piece of gold.,20
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:40.070000,and we start making flat with our hands.,21
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:45.460000,we try to obtain a regular round shape of around fourteen inches.,22
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:02:54.240000,now we had a tomato and we spread all over our pizza dough.,23
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:00.460000,we had the mozzarella cheese shredded little basil pizza is ready to be back.,24
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:12.310000,now we should make pizza at around seven hundred fifty degrees.,25
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:26.740000,fahrenheit for around ninety seconds sliding pizza directly on the oven floor at home we can bake at four hundred degrees.,26
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:34.860000,"fahrenheit four five, seven finish our pizza with basil and fresh olive oil.",27
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:46.310000,i hope you enjoy this pizza.,28
pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,0:03:47.960000,"margherita , one of the most famous italian pizzas and got up at eight AM.",29
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:10.170000,"hi , i 'm john ganley from cosmos would like to welcome you to our restaurant.",0
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:15.520000,cosmos has been in sarasota for over fifteen years.,1
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:18.750000,"we are now in our new home, which is at the corner of clark, and an array by deer.",2
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:23.610000,I seventy five and we 've always specialized in italian comfort food.,3
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:28.420000,"a lot of people notice for wood, fire brick oven pizzas, we also prepare signature clusters, specialty salads, and a whole lot of other different entrees.",4
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:40.320000,true sivley italian.,5
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:41.350000,we do have some multicultural twist or cuisine.,6
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:44.990000,we have a few asian influences.,7
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:47.090000,they have a few american influences as well.,8
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:00:50.150000,"in addition to our regular menu, we have a very extensive gluten free menu over fifty items that are gluten-free free pizza with free pasta.",9
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:00.330000,many gluten free salads and some gluten free on trees.,10
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:04.470000,we 've been members of the original since two thousand three.,11
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:07.470000,i think it was one of the charter members and so many things that i like about being a member of the originals.,12
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:12.910000,i enjoy the teamwork that original members are not in competition with each other and i like the fact that we share resources.,13
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:22.530000,hey welcome to the kitchen at cosmos.,14
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:25.720000,"today , chef alfredo is going to be making a couple of our famous wood fire brick oven pizzas going to start off with a margarita pizza and after that we 're going to make a quattro, formaggio, or four cheese.",15
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:38.190000,"OK , well, to make the margarita pizza we 're going to start off with by stretching the dough and we do make gardell everyday fresh in our kitchen after that we 're going to add some shredded mozzarella cheese.",16
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:01:55.330000,"then our version of a margarita pizza has four dollops of tomato sauce, along with some fresh, chopped tomato, then it goes into the wood burning oven, they certainly, we 've been cooking with for fifteen years.",17
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:13.330000,now it burns it about seven or eight hundred degrees for the pizza cooks very quickly.,18
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:18.990000,the end result is when you cook at that high of a temperature that you wanted with their very crisp crust.,19
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:24.810000,"after the margarita pizza comes out of the oven, we finish it with some fresh, grated parmesan cheese.",20
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:31.090000,some fresh basil and around the edge of the pizza on the crust.,21
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:36.620000,"we put extra virgin, olive oil and that is, cosmos famous margarita pizza.",22
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:42.630000,"OK , now we 're going to make our quattro, formaggio pizza which means four cheeses.",23
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:02:49.090000,"this is a white pizza meaning no sauce, the four cheeses that go on to this pizza, or mozzarella, fontina cheese which is a slightly nutty flavor, crumbled gorgonzola cheese.",24
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:03:04.300000,"gorgonzola is an italian, mild blue cheese.",25
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:03:08.980000,"and then some fresh diced tomato alright, the quadro for logic pizzas, finished we 're going to put it on the plates going to top it with shape parmesan cheese in some extra virgin, olive oil.",26
pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,0:03:28.060000,and there you have it is n't a quattro for maggio pizza.,27
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:00.640000,"hey there welcome back to no recipe required, hope you doing, well tonight.",0
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:04.680000,i 'm going to make some homemade pizza for you.,1
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:07.160000,this is going to be a classic margarita pizza.,2
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:10.460000,"it 's really delicious, pretty easy to do you 've got your.",3
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:14.050000,we 've got our standard sauce.,4
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:15.300000,"the sauce that i normally make will roll out some pizza dough or stretch out some pizza dough and really just do a basic tomato mozzarella and basil, basil across, actually call it the christmas pizza.",5
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:25.360000,"could it 's got a nice little red, white and green color into it, let 's, let 's go ahead and get started free pizza?",6
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:32.100000,"one of the few decisions you gotta, make is how thin or thick you want to cut your tomato or slicer tomato.",7
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:38.990000,i actually prefer to go a pretty thin slice.,8
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:42,"but if you really like kind of chunkier pieces of tomato by all mine by all means, go a little thicker.",9
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:50.480000,i 'm going to go and probably do.,10
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:53.580000,i do n't know an eighth of an inch or a sixteenth of an inch slice there pretty thin and just laying down.,11
pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:59.690000,i 'm using a roma tomato winter.,12
